classname ; CvsEntropy ; CvsWEntropy ; CvsLinEntropy ; CvsLogEntropy ; CvsExpEntropy ; 
org::eclipse::jdt::internal::core::TypeVector ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::ast::FalseLiteral ; 7.2883 ; 0.00336903 ; 0.0120812 ; 0.177191 ; 0.00316137 ; 
org::eclipse::jdt::internal::core::SourceRefElementInfo ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::SourceFieldElementInfo ; 8.12446 ; 0.00451604 ; 0.128171 ; 8.09027 ; 0.169516 ; 
org::eclipse::jdt::internal::compiler::ast::ConditionalExpression ; 20.8651 ; 0.118675 ; 0.0334912 ; 0.502158 ; 0.0118813 ; 
org::eclipse::jdt::internal::core::JarEntryFile ; 7.01353 ; 0.0275659 ; 0.013852 ; 0.177418 ; 0.00898451 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMemberAccess ; 9.27985 ; 0.010059 ; 0.138828 ; 8.13864 ; 0.20214 ; 
org::eclipse::jdt::internal::core::util::ExceptionTableEntry ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::ast::FieldReference ; 27.3399 ; 0.354056 ; 0.197558 ; 8.64097 ; 0.311388 ; 
org::eclipse::jdt::internal::core::CommitWorkingCopyOperation ; 9.60428 ; 0.00430976 ; 0.0146864 ; 0.22883 ; 0.00333713 ; 
org::eclipse::jdt::internal::compiler::parser::RecoveredField ; 10.4389 ; 0.0293428 ; 0.134078 ; 8.14818 ; 0.186232 ; 
org::eclipse::jdt::internal::core::UserLibraryManager ; 12.236 ; 0.161406 ; 0.0275831 ; 0.317055 ; 0.037134 ; 
org::eclipse::jdt::internal::core::SourceTypeElementInfo ; 11.8043 ; 0.014835 ; 0.133889 ; 8.17852 ; 0.170366 ; 
org::eclipse::jdt::internal::compiler::ast::JavadocAllocationExpression ; 21.221 ; 0.0350639 ; 0.153886 ; 8.41586 ; 0.199331 ; 
org::eclipse::jdt::internal::compiler::classfmt::MethodInfo ; 18.395 ; 0.0908168 ; 0.0363041 ; 0.463041 ; 0.0318221 ; 
org::eclipse::jdt::core::JavaCore ; 45.5046 ; 1.45113 ; 0.261427 ; 9.15563 ; 0.522379 ; 
org::eclipse::jdt::internal::core::util::CodeAttribute ; 10.1694 ; 0.00288715 ; 0.0202864 ; 0.256506 ; 0.0191937 ; 
org::eclipse::jdt::internal::core::eval::GlobalVariableWrapper ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::classfmt::ClassFileStruct ; 8.93874 ; 0.0230851 ; 0.0148352 ; 0.216678 ; 0.00634486 ; 
org::eclipse::jdt::core::dom::TextElement ; 10.4485 ; 0.00789354 ; 0.168866 ; 8.22473 ; 0.279514 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionJavadocParser ; 10.1241 ; 0.00498852 ; 0.021925 ; 0.259327 ; 0.0292602 ; 
org::eclipse::jdt::internal::core::BinaryField ; 15.7259 ; 0.018149 ; 0.137737 ; 8.26406 ; 0.169655 ; 
org::eclipse::jdt::internal::core::util::CommentRecorderParser ; 15.1859 ; 0.0176031 ; 0.0302703 ; 0.381131 ; 0.034904 ; 
org::eclipse::jdt::core::dom::DocCommentParser ; 16.6898 ; 0.0455188 ; 0.0472177 ; 0.440872 ; 0.079908 ; 
org::eclipse::jdt::internal::compiler::ast::MemberValuePair ; 19.8678 ; 0.0534456 ; 0.159214 ; 8.40407 ; 0.217391 ; 
org::eclipse::jdt::internal::compiler::impl::Constant ; 10.2807 ; 0.162745 ; 0.0144449 ; 0.240687 ; 0.00132183 ; 
org::eclipse::jdt::core::dom::MethodInvocation ; 8.63149 ; 0.0202521 ; 0.157177 ; 8.1599 ; 0.238388 ; 
org::eclipse::jdt::internal::core::util::StackMapTableAttribute ; 2.64277 ; 0.00814371 ; 0.00397758 ; 0.0629748 ; 3.81817e-4 ; 
org::eclipse::jdt::internal::core::PackageFragment ; 19.6881 ; 0.0334197 ; 0.158057 ; 8.39314 ; 0.224164 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedTypeReference ; 6.70304 ; 0.00813088 ; 0.152618 ; 8.10942 ; 0.231938 ; 
org::eclipse::jdt::internal::core::search::JavaSearchTypeNameMatch ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::search::indexing::IndexManager ; 26.4736 ; 0.144784 ; 0.168102 ; 8.55626 ; 0.215659 ; 
org::eclipse::jdt::internal::core::JarPackageFragment ; 11.6504 ; 0.0409616 ; 0.157821 ; 8.22786 ; 0.243403 ; 
org::eclipse::jdt::internal::codeassist::impl::AssistImportDeclaration ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::ast::IntLiteral ; 9.8326 ; 0.00406867 ; 0.0159472 ; 0.23795 ; 0.00356631 ; 
org::eclipse::jdt::internal::compiler::parser::Parser ; 43.3291 ; 1.10064 ; 0.188191 ; 1.32835 ; 0.388753 ; 
org::eclipse::jdt::internal::core::builder::State ; 18.8534 ; 0.0574377 ; 0.15624 ; 8.37449 ; 0.224009 ; 
org::eclipse::jdt::internal::eval::CodeSnippetEvaluator ; 8.15196 ; 0.0055026 ; 0.0121476 ; 0.193382 ; 0.00171732 ; 
org::eclipse::jdt::core::dom::TypeDeclarationStatement ; 9.21914 ; 0.0169777 ; 0.155078 ; 8.16436 ; 0.23138 ; 
org::eclipse::jdt::internal::compiler::batch::ClasspathJar ; 15.9456 ; 0.0854353 ; 0.0529245 ; 0.447559 ; 0.12159 ; 
org::eclipse::jdt::internal::core::search::matching::JavaSearchNameEnvironment ; 10.3262 ; 0.00804469 ; 0.137865 ; 8.15305 ; 0.198979 ; 
org::eclipse::jdt::internal::eval::InstallException ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::search::HierarchyScope ; 11.8899 ; 0.0126194 ; 0.150196 ; 8.21981 ; 0.233114 ; 
org::eclipse::jdt::core::search::TypeNameMatch ; 5.79221 ; 0.0489282 ; 0.0164667 ; 0.162436 ; 0.0201695 ; 
org::eclipse::jdt::internal::core::SearchableEnvironmentRequestor ; 8.27771 ; 0.00769731 ; 0.0102336 ; 0.188364 ; 3.18241e-4 ; 
org::eclipse::jdt::internal::compiler::batch::CompilationUnit ; 5.68889 ; 0.00759409 ; 0.00917087 ; 0.137409 ; 0.00200423 ; 
org::eclipse::jdt::internal::core::dom::NaiveASTFlattener ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::compiler::lookup::MethodVerifier15 ; 41.1012 ; 0.502679 ; 0.264004 ; 9.0788 ; 0.466338 ; 
org::eclipse::jdt::internal::compiler::parser::RecoveryScannerData ; 1.27976 ; 0.00102598 ; 0.00204863 ; 0.0309505 ; 2.74118e-4 ; 
org::eclipse::jdt::internal::core::search::matching::InternalSearchPattern ; 9.52687 ; 0.0176515 ; 0.125977 ; 8.11153 ; 0.153065 ; 
org::eclipse::jdt::internal::formatter::DefaultCodeFormatter ; 26.0554 ; 0.237265 ; 0.222215 ; 8.66831 ; 0.403815 ; 
org::eclipse::jdt::core::dom::MemberValuePair ; 8.03932 ; 0.00565482 ; 0.153961 ; 8.13872 ; 0.231673 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnImportReference ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::UserLibrary ; 16.4146 ; 0.0231139 ; 0.143907 ; 8.29439 ; 0.189304 ; 
org::eclipse::jdt::internal::compiler::ast::BinaryExpression ; 19.8456 ; 0.409688 ; 0.146852 ; 8.3719 ; 0.175875 ; 
org::eclipse::jdt::internal::core::builder::ClasspathLocation ; 7.56137 ; 0.00447013 ; 0.0105395 ; 0.176547 ; 0.00115525 ; 
org::eclipse::jdt::internal::core::ResolvedSourceType ; 9.59103 ; 0.007576 ; 0.139308 ; 8.14107 ; 0.206304 ; 
org::eclipse::jdt::internal::core::DiscardWorkingCopyOperation ; 5.25685 ; 0.00240096 ; 0.00790131 ; 0.125004 ; 0.0010311 ; 
org::eclipse::jdt::core::dom::ChildPropertyDescriptor ; 6.70304 ; 0.00381663 ; 0.152618 ; 8.10942 ; 0.231938 ; 
org::eclipse::jdt::internal::codeassist::impl::AssistOptions ; 14.1631 ; 0.0206602 ; 0.0232665 ; 0.34242 ; 0.00953767 ; 
org::eclipse::jdt::internal::compiler::lookup::WildcardBinding ; 27.658 ; 0.176695 ; 0.18113 ; 8.61211 ; 0.267068 ; 
org::eclipse::jdt::internal::compiler::ast::ArrayAllocationExpression ; 9.13341 ; 0.0241289 ; 0.137633 ; 8.13196 ; 0.20024 ; 
org::eclipse::jdt::internal::core::search::matching::SecondaryTypeDeclarationPattern ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::core::dom::EnhancedForStatement ; 6.84846 ; 0.00470788 ; 0.151789 ; 8.10896 ; 0.231177 ; 
org::eclipse::jdt::internal::core::JavaElementRequestor ; 5.1154 ; 0.00327472 ; 0.00769445 ; 0.121597 ; 0.00113041 ; 
org::eclipse::jdt::internal::compiler::lookup::Scope ; 48.7643 ; 1.02462 ; 0.29613 ; 9.30758 ; 0.562141 ; 
org::eclipse::jdt::core::dom::BindingComparator ; 18.3087 ; 0.0566829 ; 0.14051 ; 8.3227 ; 0.165048 ; 
org::eclipse::jdt::internal::formatter::AbortFormatting ; 1.70656 ; 0.0017135 ; 0.00197306 ; 0.038262 ; 3.30855e-5 ; 
org::eclipse::jdt::internal::core::util::ResourceCompilationUnit ; 5.2415 ; 0.00259933 ; 0.0092443 ; 0.129752 ; 0.00213974 ; 
org::eclipse::jdt::internal::core::CompilationUnitProblemFinder ; 18.4584 ; 0.0435567 ; 0.148013 ; 8.34492 ; 0.192392 ; 
org::eclipse::jdt::internal::compiler::ast::PostfixExpression ; 3.9771 ; 0.0072741 ; 0.00585268 ; 0.0940532 ; 7.56986e-4 ; 
org::eclipse::jdt::internal::compiler::problem::ProblemReporter ; 43.7616 ; 1.05979 ; 0.250347 ; 9.10871 ; 0.454513 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnKeyword1 ; 6.93237 ; 0.0037492 ; 0.00985736 ; 0.162632 ; 0.00115402 ; 
org::eclipse::jdt::internal::compiler::lookup::ClassScope ; 41.9795 ; 0.252129 ; 0.260381 ; 9.09051 ; 0.468793 ; 
org::eclipse::jdt::internal::core::search::PathCollector ; 6.37753 ; 0.00294892 ; 0.00918829 ; 0.150044 ; 0.0011603 ; 
org::eclipse::jdt::internal::compiler::ast::BranchStatement ; 11.17 ; 0.0142683 ; 0.0238635 ; 0.287591 ; 0.0219418 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionJavadoc ; 5.0061 ; 0.00565657 ; 0.00791127 ; 0.120669 ; 0.00103807 ; 
org::eclipse::jdt::internal::formatter::Scribe ; 36.1202 ; 0.931112 ; 0.266099 ; 8.97466 ; 0.528753 ; 
org::eclipse::jdt::internal::core::MemberElementInfo ; 5.19438 ; 0.00227408 ; 0.00784493 ; 0.123602 ; 0.00115776 ; 
org::eclipse::jdt::internal::codeassist::impl::AssistPackageDeclaration ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::core::search::SearchParticipant ; 13.6626 ; 0.0117541 ; 0.147282 ; 8.24562 ; 0.214025 ; 
org::eclipse::jdt::internal::compiler::problem::AbortType ; 4.08525 ; 0.00155648 ; 0.00599796 ; 0.0965694 ; 7.52173e-4 ; 
org::eclipse::jdt::internal::compiler::parser::RecoveredAnnotation ; 1.29357 ; 0.0260942 ; 0.0546777 ; 0.153793 ; 0.11188 ; 
org::eclipse::jdt::internal::core::util::LocalVariableTableEntry ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::codegen::LongCache ; 5.7915 ; 0.0203856 ; 0.00816524 ; 0.135701 ; 7.54248e-4 ; 
org::eclipse::jdt::internal::core::search::matching::MatchingNodeSet ; 9.33444 ; 0.00974873 ; 0.0144432 ; 0.223337 ; 0.00263537 ; 
org::eclipse::jdt::internal::core::search::indexing::SourceIndexerRequestor ; 20.5292 ; 0.0303054 ; 0.196192 ; 8.49681 ; 0.364023 ; 
org::eclipse::jdt::internal::compiler::ast::QualifiedNameReference ; 34.4998 ; 0.385448 ; 0.235954 ; 8.8816 ; 0.428415 ; 
org::eclipse::jdt::internal::compiler::classfmt::InnerClassInfo ; 3.97098 ; 0.00199948 ; 0.00571821 ; 0.0934537 ; 6.43748e-4 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionOnParameterizedQualifiedTypeReference ; 9.21398 ; 0.00511252 ; 0.0134788 ; 0.217711 ; 0.00160521 ; 
org::eclipse::jdt::internal::core::search::matching::LocalVariablePattern ; 11.3437 ; 0.0095041 ; 0.150272 ; 8.2043 ; 0.242083 ; 
org::eclipse::jdt::internal::compiler::codegen::CodeStream ; 39.6428 ; 0.578238 ; 0.107953 ; 1.06901 ; 0.198825 ; 
org::eclipse::jdt::core::dom::StringLiteral ; 11.4275 ; 0.00559112 ; 0.15878 ; 8.21821 ; 0.232254 ; 
org::eclipse::jdt::internal::core::MovePackageFragmentRootOperation ; 8.31142 ; 0.00655604 ; 0.139823 ; 8.12101 ; 0.211222 ; 
org::eclipse::jdt::internal::compiler::codegen::StackMapFrameCodeStream ; 14.9141 ; 0.629008 ; 0.0431816 ; 0.415469 ; 0.0744932 ; 
org::eclipse::jdt::internal::formatter::align::Alignment ; 10.6845 ; 0.00751601 ; 0.016969 ; 0.25586 ; 0.00727343 ; 
org::eclipse::jdt::internal::codeassist::complete::InvalidCursorLocation ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::search::SubTypeSearchJob ; 10.199 ; 0.0065435 ; 0.142112 ; 8.16479 ; 0.207803 ; 
org::eclipse::jdt::internal::core::ChangeClasspathOperation ; 8.1662 ; 0.0228405 ; 0.176531 ; 8.1991 ; 0.337802 ; 
org::eclipse::jdt::internal::formatter::CascadingMethodInvocationFragmentBuilder ; 2.71087 ; 0.00196751 ; 0.00337876 ; 0.0617872 ; 1.20748e-4 ; 
org::eclipse::jdt::internal::core::util::ASTNodeFinder ; 5.19438 ; 0.00227408 ; 0.00784493 ; 0.123602 ; 0.00115776 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnParameterizedQualifiedTypeReference ; 9.69849 ; 0.00506387 ; 0.0172318 ; 0.239063 ; 0.00844207 ; 
org::eclipse::jdt::core::search::LocalVariableReferenceMatch ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::parser::diagnose::RangeUtil ; 7.70056 ; 0.00688878 ; 0.0150869 ; 0.194169 ; 0.0105647 ; 
org::eclipse::jdt::internal::core::builder::QualifiedNameSet ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::codeassist::CompletionUnitStructureRequestor ; 1.29357 ; 0.00317362 ; 0.0546777 ; 0.153793 ; 0.11188 ; 
org::eclipse::jdt::internal::core::util::InnerClassesAttribute ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::env::AccessRestriction ; 10.9438 ; 0.0307603 ; 0.0205657 ; 0.269141 ; 0.0272313 ; 
org::eclipse::jdt::internal::eval::CodeSnippetThisReference ; 7.79015 ; 0.00484729 ; 0.0136062 ; 0.191221 ; 0.00651685 ; 
org::eclipse::jdt::internal::core::PackageFragmentInfo ; 6.65212 ; 0.00379057 ; 0.133409 ; 8.06967 ; 0.199073 ; 
org::eclipse::jdt::internal::compiler::lookup::ImportConflictBinding ; 1.26811 ; 2.40995e-4 ; 0.00155567 ; 0.0288146 ; 4.04408e-5 ; 
org::eclipse::jdt::core::dom::PrefixExpression ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::compiler::parser::diagnose::LexStream ; 8.41166 ; 0.00790701 ; 0.0182313 ; 0.217854 ; 0.0150345 ; 
org::eclipse::jdt::internal::core::search::indexing::AbstractIndexer ; 13.5885 ; 0.0160198 ; 0.0294107 ; 0.34655 ; 0.0424781 ; 
org::eclipse::jdt::core::dom::Annotation ; 7.93371 ; 0.00471058 ; 0.0110481 ; 0.185294 ; 0.00103335 ; 
org::eclipse::jdt::internal::core::ClasspathAttribute ; 1.70656 ; 9.79144e-4 ; 0.00197306 ; 0.038262 ; 3.30855e-5 ; 
org::eclipse::jdt::internal::compiler::lookup::BinaryLocalVariableBinding ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionNodeDetector ; 9.58612 ; 0.0047187 ; 0.0137435 ; 0.225419 ; 0.00151101 ; 
org::eclipse::jdt::core::dom::IfStatement ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::core::search::matching::QualifiedTypeDeclarationPattern ; 15.52 ; 0.0455234 ; 0.159205 ; 8.30577 ; 0.232591 ; 
org::eclipse::jdt::internal::compiler::ast::LocalDeclaration ; 27.1274 ; 0.0919836 ; 0.165027 ; 8.56079 ; 0.205136 ; 
org::eclipse::jdt::internal::core::hierarchy::ChangeCollector ; 8.42439 ; 0.00668425 ; 0.0119598 ; 0.197636 ; 0.00129083 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionParser ; 19.7948 ; 0.0318723 ; 0.0400458 ; 0.498183 ; 0.0473759 ; 
org::eclipse::jdt::core::dom::Comment ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::search::matching::DeclarationOfAccessedFieldsPattern ; 7.82832 ; 0.00500094 ; 0.129073 ; 8.08655 ; 0.175569 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocFieldReference ; 3.58431 ; 0.00188996 ; 0.00533203 ; 0.0851721 ; 4.81514e-4 ; 
org::eclipse::jdt::internal::core::JavaModelCache ; 12.7614 ; 0.0369021 ; 0.141869 ; 8.21487 ; 0.203251 ; 
org::eclipse::jdt::internal::compiler::util::HashtableOfPackage ; 3.9771 ; 0.00256106 ; 0.00585268 ; 0.0940532 ; 7.56986e-4 ; 
org::eclipse::jdt::internal::core::ResolvedSourceMethod ; 9.52046 ; 0.00642871 ; 0.136956 ; 8.13496 ; 0.199171 ; 
org::eclipse::jdt::internal::core::Member ; 11.6167 ; 0.0175533 ; 0.025544 ; 0.298042 ; 0.0361929 ; 
org::eclipse::jdt::internal::core::SourceMapper ; 26.5196 ; 0.231619 ; 0.230157 ; 8.69297 ; 0.4392 ; 
org::eclipse::jdt::core::util::OpcodeStringValues ; 7.48389 ; 0.00498349 ; 0.156428 ; 8.13527 ; 0.243054 ; 
org::eclipse::jdt::core::formatter::IndentManipulation ; 6.49924 ; 0.00527154 ; 0.153875 ; 8.11011 ; 0.234122 ; 
org::eclipse::jdt::core::dom::AbstractTypeDeclaration ; 4.13346 ; 0.0018932 ; 0.00689741 ; 0.099748 ; 0.00438788 ; 
org::eclipse::jdt::core::dom::SwitchCase ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::compiler::SourceElementParser ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::core::dom::TypeLiteral ; 7.95479 ; 0.00397769 ; 0.154542 ; 8.1394 ; 0.232145 ; 
org::eclipse::jdt::internal::compiler::ast::StringLiteralConcatenation ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::search::PatternSearchJob ; 12.9551 ; 0.0104724 ; 0.152112 ; 8.24435 ; 0.240287 ; 
org::eclipse::jdt::internal::compiler::ast::DoStatement ; 14.2097 ; 0.0607695 ; 0.0262881 ; 0.354282 ; 0.0127428 ; 
org::eclipse::jdt::internal::core::util::Util ; 42.8108 ; 0.342725 ; 0.262973 ; 9.11053 ; 0.476621 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionNodeFound ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::eval::CodeSnippetSkeleton ; 13.175 ; 0.0205169 ; 0.14483 ; 8.23097 ; 0.205981 ; 
org::eclipse::jdt::core::search::TypeNameRequestor ; 5.99114 ; 0.00254374 ; 0.0157581 ; 0.161093 ; 0.0292553 ; 
org::eclipse::jdt::internal::core::search::matching::PackageReferenceLocator ; 22.443 ; 0.0339712 ; 0.179938 ; 8.50028 ; 0.292586 ; 
org::eclipse::jdt::internal::core::dom::rewrite::SourceModifier ; 9.12702 ; 0.00409197 ; 0.012638 ; 0.212972 ; 0.00105833 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMessageSendName ; 2.07169 ; 0.00335713 ; 0.13249 ; 7.97221 ; 0.189692 ; 
org::eclipse::jdt::internal::compiler::problem::ProblemHandler ; 14.2655 ; 0.0245038 ; 0.0325488 ; 0.371416 ; 0.0421164 ; 
org::eclipse::jdt::internal::core::DeltaProcessingState ; 26.7583 ; 0.105157 ; 0.187161 ; 8.61032 ; 0.300133 ; 
org::eclipse::jdt::internal::core::SetClasspathOperation ; 21.493 ; 0.125401 ; 0.184315 ; 8.4842 ; 0.295281 ; 
org::eclipse::jdt::internal::core::jdom::DOMCompilationUnit ; 8.33084 ; 0.00295344 ; 0.0113475 ; 0.193456 ; 0.00115217 ; 
org::eclipse::jdt::internal::core::SetVariablesOperation ; 4.11229 ; 0.00995551 ; 0.0583981 ; 0.223952 ; 0.134214 ; 
org::eclipse::jdt::core::dom::MarkerAnnotation ; 5.59671 ; 0.00386532 ; 0.149865 ; 8.07898 ; 0.23097 ; 
org::eclipse::jdt::internal::core::search::matching::TypeDeclarationPattern ; 17.658 ; 0.0432393 ; 0.144149 ; 8.32175 ; 0.178031 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionOnSuperReference ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::JavaModelManager ; 46.3868 ; 0.639434 ; 0.295265 ; 9.25656 ; 0.580176 ; 
org::eclipse::jdt::internal::core::BufferManager ; 10.492 ; 0.0122213 ; 0.143062 ; 8.17295 ; 0.21092 ; 
org::eclipse::jdt::internal::core::search::matching::ClasspathSourceDirectory ; 10.7589 ; 0.0184794 ; 0.0150757 ; 0.251687 ; 0.00139113 ; 
org::eclipse::jdt::internal::core::search::indexing::AddJarFileToIndex ; 13.2788 ; 0.00995813 ; 0.137504 ; 8.21649 ; 0.179887 ; 
org::eclipse::jdt::core::dom::SingleVariableDeclaration ; 6.84846 ; 0.00783234 ; 0.151789 ; 8.10896 ; 0.231177 ; 
org::eclipse::jdt::internal::compiler::ast::SuperReference ; 6.71778 ; 0.00396473 ; 0.0101969 ; 0.160128 ; 0.00141267 ; 
org::eclipse::jdt::internal::core::util::ToStringSorter ; 7.6074 ; 0.00462697 ; 0.0147746 ; 0.191561 ; 0.00932982 ; 
org::eclipse::jdt::internal::compiler::ast::DoubleLiteral ; 7.15525 ; 0.00363483 ; 0.0122526 ; 0.175244 ; 0.00382225 ; 
org::eclipse::jdt::internal::compiler::util::HashtableOfIntValues ; 3.9771 ; 0.00328111 ; 0.00585268 ; 0.0940532 ; 7.56986e-4 ; 
org::eclipse::jdt::internal::compiler::classfmt::FieldInfoWithAnnotation ; 3.76811 ; 0.00838585 ; 0.00749207 ; 0.0949677 ; 0.0070203 ; 
org::eclipse::jdt::internal::compiler::ast::Clinit ; 15.4387 ; 0.0333216 ; 0.160762 ; 8.31077 ; 0.23096 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnKeyword2 ; 8.05174 ; 0.00323157 ; 0.011483 ; 0.18908 ; 0.00128092 ; 
org::eclipse::jdt::core::compiler::CompilationProgress ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::jdt::internal::core::dom::rewrite::ImportRewriteAnalyzer ; 7.07936 ; 0.0314748 ; 0.071511 ; 0.314409 ; 0.143996 ; 
org::eclipse::jdt::internal::compiler::lookup::SyntheticMethodBinding ; 20.293 ; 0.0510307 ; 0.0468058 ; 0.524714 ; 0.0759883 ; 
org::eclipse::jdt::internal::core::dom::rewrite::NodeInfoStore ; 9.32465 ; 0.00314705 ; 0.01318 ; 0.218545 ; 0.00130463 ; 
org::eclipse::jdt::core::dom::QualifiedName ; 6.36941 ; 0.00308139 ; 0.151185 ; 8.098 ; 0.231161 ; 
org::eclipse::jdt::core::dom::SuperConstructorInvocation ; 6.84846 ; 0.00428194 ; 0.151789 ; 8.10896 ; 0.231177 ; 
org::eclipse::jdt::core::ClasspathVariableInitializer ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::core::ClassFile ; 29.5302 ; 0.0696223 ; 0.209951 ; 8.71354 ; 0.358359 ; 
org::eclipse::jdt::internal::compiler::util::HashtableOfLong ; 3.9771 ; 0.00256106 ; 0.00585268 ; 0.0940532 ; 7.56986e-4 ; 
org::eclipse::jdt::internal::compiler::codegen::BranchLabel ; 12.482 ; 0.046309 ; 0.150163 ; 8.23626 ; 0.224729 ; 
org::eclipse::jdt::internal::core::util::LocalVariableTypeTableEntry ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::lookup::AnnotationHolder ; 2.95593 ; 0.00136935 ; 0.00813519 ; 0.0818092 ; 0.0107397 ; 
org::eclipse::jdt::internal::compiler::ast::CompoundAssignment ; 13.7206 ; 0.00583036 ; 0.0192905 ; 0.321334 ; 0.00169132 ; 
org::eclipse::jdt::core::search::TypeParameterReferenceMatch ; 3.29051 ; 0.00128984 ; 0.00376279 ; 0.0735933 ; 5.82024e-5 ; 
org::eclipse::jdt::internal::core::ClasspathAccessRule ; 6.4938 ; 0.00427977 ; 0.00897411 ; 0.151433 ; 7.84485e-4 ; 
org::eclipse::jdt::internal::core::CompilationUnit ; 30.9896 ; 0.13539 ; 0.195781 ; 8.71141 ; 0.309577 ; 
org::eclipse::jdt::internal::core::search::matching::SuperTypeNamesCollector ; 9.38026 ; 0.00474418 ; 0.139236 ; 8.13835 ; 0.209959 ; 
org::eclipse::jdt::internal::core::DocumentAdapter ; 1.70656 ; 9.79144e-4 ; 0.00197306 ; 0.038262 ; 3.30855e-5 ; 
org::eclipse::jdt::internal::compiler::lookup::MethodVerifier ; 28.9486 ; 0.214813 ; 0.0946313 ; 0.816568 ; 0.221816 ; 
org::eclipse::jdt::internal::core::jdom::DOMInitializer ; 7.54777 ; 0.00374582 ; 0.0104576 ; 0.175967 ; 0.00113912 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocTypeParamReference ; 3.58431 ; 7.2925e-4 ; 0.00533203 ; 0.0851721 ; 4.81514e-4 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnQualifiedTypeReference ; 12.2036 ; 0.0122442 ; 0.169321 ; 8.26101 ; 0.287587 ; 
org::eclipse::jdt::internal::compiler::ast::SingleMemberAnnotation ; 11.3038 ; 0.00743631 ; 0.14634 ; 8.19167 ; 0.214531 ; 
